no dist/time data for flights between ('Akron', 'Bakersfield'), skipping
no dist/time data for flights between ('Akron', 'Bangor'), skipping
no dist/time data for flights between ('Akron', 'Baton Rouge'), skipping
no dist/time data for flights between ('Akron', 'Billings'), skipping
no dist/time data for flights between ('Akron', 'Birmingham'), skipping
no dist/time data for flights between ('Akron', 'Boise'), skipping
no dist/time data for flights between ('Akron', 'Boston'), skipping
no dist/time data for flights between ('Akron', 'Bozeman'), skipping
no dist/time data for flights between ('Akron', 'Bristol/Johnson City/Kingsport'), skipping
no dist/time data for flights between ('Akron', 'Brownsville'), skipping
no dist/time data for flights between ('Akron', 'Burlington'), skipping
no dist/time data for flights between ('Akron', 'Casper'), skipping
no dist/time data for flights between ('Akron', 'Cedar Rapids/Iowa City'), skipping
no dist/time data for flights between ('Akron', 'Charleston'), skipping
no dist/time data for flights between ('Akron', 'Charlotte Amalie'), skipping
no dist/time data for flights between ('Akron', 'Charlottesville'), skipping
no dist/time data for flights between ('Akron', 'Chattanooga'), skipping
no dist/time data for flights between ('Akron', 'Christiansted'), skipping
no dist/time data for flights between ('Akron', 'Colorado Springs'), skipping
no dist/time data for flights between ('Akron', 'Columbia'), skipping
no dist/time data for flights between ('Akron', 'Corpus Christi'), skipping
no dist/time data for flights between ('Akron', 'Dallas/Fort Worth'), skipping
no dist/time data for flights between ('Akron', 'Daytona Beach'), skipping
no dist/time data for flights between ('Akron', 'Denver'), skipping
no dist/time data for flights between ('Akron', 'Des Moines'), skipping
no dist/time data for flights between ('Akron', 'Duluth'), skipping
no dist/time data for flights between ('Akron', 'Durango'), skipping
no dist/time data for flights between ('Akron', 'Eagle'), skipping
no dist/time data for flights between ('Akron', 'El Paso'), skipping
no dist/time data for flights between ('Akron', 'Fargo'), skipping
no dist/time data for flights between ('Akron', 'Fayetteville'), skipping
no dist/time data for flights between ('Akron', 'Flagstaff'), skipping
no dist/time data for flights between ('Akron', 'Florence'), skipping
no dist/time data for flights between ('Akron', 'Fort Lauderdale'), skipping
no dist/time data for flights between ('Akron', 'Fort Smith'), skipping
no dist/time data for flights between ('Akron', 'Fresno'), skipping
no dist/time data for flights between ('Akron', 'Gainesville'), skipping
no dist/time data for flights between ('Akron', 'Garden City'), skipping
no dist/time data for flights between ('Akron', 'Grand Junction'), skipping
no dist/time data for flights between ('Akron', 'Grand Rapids'), skipping
no dist/time data for flights between ('Akron', 'Green Bay'), skipping
no dist/time data for flights between ('Akron', 'Greensboro/High Point'), skipping
no dist/time data for flights between ('Akron', 'Greenville'), skipping
no dist/time data for flights between ('Akron', 'Greer'), skipping
no dist/time data for flights between ('Akron', 'Gulfport/Biloxi'), skipping
no dist/time data for flights between ('Akron', 'Hancock/Houghton'), skipping
no dist/time data for flights between ('Akron', 'Harlingen/San Benito'), skipping
no dist/time data for flights between ('Akron', 'Hartford'), skipping
no dist/time data for flights between ('Akron', 'Hayden'), skipping
no dist/time data for flights between ('Akron', 'Hays'), skipping
no dist/time data for flights between ('Akron', 'Hilton Head'), skipping
no dist/time data for flights between ('Akron', 'Honolulu'), skipping
no dist/time data for flights between ('Akron', 'Houston'), skipping
no dist/time data for flights between ('Akron', 'Huntsville'), skipping
no dist/time data for flights between ('Akron', 'Jackson'), skipping
no dist/time data for flights between ('Akron', 'Jackson/Vicksburg'), skipping
no dist/time data for flights between ('Akron', 'Jacksonville'), skipping
no dist/time data for flights between ('Akron', 'Jacksonville/Camp Lejeune'), skipping
no dist/time data for flights between ('Akron', 'Kahului'), skipping
no dist/time data for flights between ('Akron', 'Kalispell'), skipping
no dist/time data for flights between ('Akron', 'Kansas City'), skipping
no dist/time data for flights between ('Akron', 'Kearney'), skipping
no dist/time data for flights between ('Akron', 'Key West'), skipping
no dist/time data for flights between ('Akron', 'Killeen'), skipping
no dist/time data for flights between ('Akron', 'Knoxville'), skipping
no dist/time data for flights between ('Akron', 'Kona'), skipping
no dist/time data for flights between ('Akron', 'Lafayette'), skipping
no dist/time data for flights between ('Akron', 'Lake Charles'), skipping
no dist/time data for flights between ('Akron', 'Las Vegas'), skipping
no dist/time data for flights between ('Akron', 'Lihue'), skipping
no dist/time data for flights between ('Akron', 'Lincoln'), skipping
no dist/time data for flights between ('Akron', 'Little Rock'), skipping
no dist/time data for flights between ('Akron', 'Los Angeles'), skipping
no dist/time data for flights between ('Akron', 'Louisville'), skipping
no dist/time data for flights between ('Akron', 'Lynchburg'), skipping
